row_id,run_id,config_id,link_type,scene,scene_name,seed,frequency_band,bandwidth_mhz,throughput_original_value,throughput_original_unit,throughput_mbps,app_loss_rate,app_loss_pct,mac_loss_rate,link_outage_status,run_status,warning_status,audit_status,channel_selection_status,custom_channel_used,custom_channel_call_count,requested_link_count,actual_link_count,requested_bands,actual_bands,requested_bandwidths_mhz,actual_bandwidths_hz,actual_channels,channel_fallback_used,app_tx_packets,app_rx_packets,app_packet_loss,mac_tx_packets,mac_rx_packets,mac_packet_loss,simulation_time_s,distance_m,channel_mode,penalty_applied_flag,intermittent_probability_requested,intermittent_event_rate_actual,source_file,source_row_number,source_field,matlab_variable_location,evidence_status,final_result_note
65,MLO-5+6-80+160_S2_seed2,MLO-5+6-80+160,MLO,S2,Medium LoS intermittent light obstruction,2,5G+6G,80+160,54,Mbps,54,0.056999161777,5.6999161777,0.225941422594,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,716,2,2,5G+6G,5G+6G,80+160,80000000+160000000,42+15,no,3579,3375,204,4541,3515,1026,0.5,40,adjusted_final_selected_channel,yes,0.2,0.203910614525,results/wifi7_mlo_adjusted_final_experiment_raw.csv,66,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-80+160_S2_seed2),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
66,MLO-5+6-80+160_S2_seed3,MLO-5+6-80+160,MLO,S2,Medium LoS intermittent light obstruction,3,5G+6G,80+160,59.008,Mbps,59.008,0.100487804878,10.0487804878,0.195507487521,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,774,2,2,5G+6G,5G+6G,80+160,80000000+160000000,42+15,no,4100,3688,412,4808,3868,940,0.5,40,adjusted_final_selected_channel,yes,0.2,0.195090439276,results/wifi7_mlo_adjusted_final_experiment_raw.csv,67,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-80+160_S2_seed3),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
67,MLO-5+6-80+160_S3_seed1,MLO-5+6-80+160,MLO,S3,Long NLoS,1,5G+6G,80+160,27.664,Mbps,27.664,0.371957864148,37.1957864148,0.0114351057747,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,697,2,2,5G+6G,5G+6G,80+160,80000000+160000000,42+15,no,2753,1729,1024,1749,1729,20,0.5,50,adjusted_final_selected_channel,yes,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,68,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-80+160_S3_seed1),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
68,MLO-5+6-80+160_S3_seed2,MLO-5+6-80+160,MLO,S3,Long NLoS,2,5G+6G,80+160,27.44,Mbps,27.44,0.373859072654,37.3859072654,0.0115273775216,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,693,2,2,5G+6G,5G+6G,80+160,80000000+160000000,42+15,no,2739,1715,1024,1735,1715,20,0.5,50,adjusted_final_selected_channel,yes,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,69,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-80+160_S3_seed2),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
69,MLO-5+6-80+160_S3_seed3,MLO-5+6-80+160,MLO,S3,Long NLoS,3,5G+6G,80+160,27.488,Mbps,27.488,0.37345003647,37.345003647,0.0115074798619,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,728,2,2,5G+6G,5G+6G,80+160,80000000+160000000,42+15,no,2742,1718,1024,1738,1718,20,0.5,50,adjusted_final_selected_channel,yes,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,70,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-80+160_S3_seed3),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
70,MLO-5+6-80+160_S4_seed1,MLO-5+6-80+160,MLO,S4,Long mixed,1,5G+6G,80+160,27.664,Mbps,27.664,0.371957864148,37.1957864148,0.0114351057747,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,697,2,2,5G+6G,5G+6G,80+160,80000000+160000000,42+15,no,2753,1729,1024,1749,1729,20,0.5,53.8516480713,adjusted_final_selected_channel,yes,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,71,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-80+160_S4_seed1),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
71,MLO-5+6-80+160_S4_seed2,MLO-5+6-80+160,MLO,S4,Long mixed,2,5G+6G,80+160,27.44,Mbps,27.44,0.373859072654,37.3859072654,0.0115273775216,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,693,2,2,5G+6G,5G+6G,80+160,80000000+160000000,42+15,no,2739,1715,1024,1735,1715,20,0.5,53.8516480713,adjusted_final_selected_channel,yes,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,72,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-80+160_S4_seed2),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
72,MLO-5+6-80+160_S4_seed3,MLO-5+6-80+160,MLO,S4,Long mixed,3,5G+6G,80+160,27.488,Mbps,27.488,0.37345003647,37.345003647,0.0115074798619,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,728,2,2,5G+6G,5G+6G,80+160,80000000+160000000,42+15,no,2742,1718,1024,1738,1718,20,0.5,53.8516480713,adjusted_final_selected_channel,yes,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,73,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-80+160_S4_seed3),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
73,MLO-5+6-160+160_S1_seed1,MLO-5+6-160+160,MLO,S1,Short LoS,1,5G+6G,160+160,110.368,Mbps,110.368,0.129260287806,12.9260287806,0.0114646030381,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,702,2,2,5G+6G,5G+6G,160+160,160000000+160000000,50+15,no,7922,6898,1024,6978,6898,80,0.5,5,adjusted_final_selected_channel,no,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,74,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+160_S1_seed1),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
74,MLO-5+6-160+160_S1_seed2,MLO-5+6-160+160,MLO,S1,Short LoS,2,5G+6G,160+160,110.32,Mbps,110.32,0.129309256219,12.9309256219,0.0114695340502,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,702,2,2,5G+6G,5G+6G,160+160,160000000+160000000,50+15,no,7919,6895,1024,6975,6895,80,0.5,5,adjusted_final_selected_channel,no,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,75,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+160_S1_seed2),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
75,MLO-5+6-160+160_S1_seed3,MLO-5+6-160+160,MLO,S1,Short LoS,3,5G+6G,160+160,110.368,Mbps,110.368,0.129260287806,12.9260287806,0.0114646030381,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,702,2,2,5G+6G,5G+6G,160+160,160000000+160000000,50+15,no,7922,6898,1024,6978,6898,80,0.5,5,adjusted_final_selected_channel,no,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,76,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+160_S1_seed3),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
76,MLO-5+6-160+160_S2_seed1,MLO-5+6-160+160,MLO,S2,Medium LoS intermittent light obstruction,1,5G+6G,160+160,84.128,Mbps,84.128,0.0546565983459,5.46565983459,0.183171324423,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,732,2,2,5G+6G,5G+6G,160+160,160000000+160000000,50+15,no,5562,5258,304,6584,5378,1206,0.5,40,adjusted_final_selected_channel,yes,0.2,0.159836065574,results/wifi7_mlo_adjusted_final_experiment_raw.csv,77,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+160_S2_seed1),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
77,MLO-5+6-160+160_S2_seed2,MLO-5+6-160+160,MLO,S2,Medium LoS intermittent light obstruction,2,5G+6G,160+160,70.64,Mbps,70.64,0.0644204280568,6.44204280568,0.259109311741,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,733,2,2,5G+6G,5G+6G,160+160,160000000+160000000,50+15,no,4719,4415,304,6175,4575,1600,0.5,40,adjusted_final_selected_channel,yes,0.2,0.219645293315,results/wifi7_mlo_adjusted_final_experiment_raw.csv,78,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+160_S2_seed2),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
78,MLO-5+6-160+160_S2_seed3,MLO-5+6-160+160,MLO,S2,Medium LoS intermittent light obstruction,3,5G+6G,160+160,71.968,Mbps,71.968,0.063696919234,6.3696919234,0.227765014769,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,743,2,2,5G+6G,5G+6G,160+160,160000000+160000000,50+15,no,4804,4498,306,6094,4706,1388,0.5,40,adjusted_final_selected_channel,yes,0.2,0.21534320323,results/wifi7_mlo_adjusted_final_experiment_raw.csv,79,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+160_S2_seed3),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
79,MLO-5+6-160+160_S3_seed1,MLO-5+6-160+160,MLO,S3,Long NLoS,1,5G+6G,160+160,54.864,Mbps,54.864,0.229957332136,22.9957332136,0.0115307004901,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,707,2,2,5G+6G,5G+6G,160+160,160000000+160000000,50+15,no,4453,3429,1024,3469,3429,40,0.5,50,adjusted_final_selected_channel,yes,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,80,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+160_S3_seed1),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
80,MLO-5+6-160+160_S3_seed2,MLO-5+6-160+160,MLO,S3,Long NLoS,2,5G+6G,160+160,55.28,Mbps,55.28,0.228622460371,22.8622460371,0.0114449213162,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,683,2,2,5G+6G,5G+6G,160+160,160000000+160000000,50+15,no,4479,3455,1024,3495,3455,40,0.5,50,adjusted_final_selected_channel,yes,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,81,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+160_S3_seed2),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
81,MLO-5+6-160+160_S3_seed3,MLO-5+6-160+160,MLO,S3,Long NLoS,3,5G+6G,160+160,55.328,Mbps,55.328,0.228469433289,22.8469433289,0.0114351057747,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,718,2,2,5G+6G,5G+6G,160+160,160000000+160000000,50+15,no,4482,3458,1024,3498,3458,40,0.5,50,adjusted_final_selected_channel,yes,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,82,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+160_S3_seed3),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
82,MLO-5+6-160+160_S4_seed1,MLO-5+6-160+160,MLO,S4,Long mixed,1,5G+6G,160+160,54.864,Mbps,54.864,0.229957332136,22.9957332136,0.0115307004901,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,707,2,2,5G+6G,5G+6G,160+160,160000000+160000000,50+15,no,4453,3429,1024,3469,3429,40,0.5,53.8516480713,adjusted_final_selected_channel,yes,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,83,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+160_S4_seed1),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
83,MLO-5+6-160+160_S4_seed2,MLO-5+6-160+160,MLO,S4,Long mixed,2,5G+6G,160+160,55.28,Mbps,55.28,0.228622460371,22.8622460371,0.0114449213162,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,683,2,2,5G+6G,5G+6G,160+160,160000000+160000000,50+15,no,4479,3455,1024,3495,3455,40,0.5,53.8516480713,adjusted_final_selected_channel,yes,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,84,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+160_S4_seed2),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
84,MLO-5+6-160+160_S4_seed3,MLO-5+6-160+160,MLO,S4,Long mixed,3,5G+6G,160+160,55.328,Mbps,55.328,0.228469433289,22.8469433289,0.0114351057747,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,718,2,2,5G+6G,5G+6G,160+160,160000000+160000000,50+15,no,4482,3458,1024,3498,3458,40,0.5,53.8516480713,adjusted_final_selected_channel,yes,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,85,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+160_S4_seed3),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
85,MLO-5+6-160+320_S1_seed1,MLO-5+6-160+320,MLO,S1,Short LoS,1,5G+6G,160+320,163.872,Mbps,163.872,0.0908929522457,9.08929522457,0.0100521940847,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,782,2,2,5G+6G,5G+6G,160+320,160000000+320000000,50+31,no,11266,10242,1024,10346,10242,104,0.5,5,adjusted_final_selected_channel,no,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,86,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+320_S1_seed1),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
86,MLO-5+6-160+320_S1_seed2,MLO-5+6-160+320,MLO,S1,Short LoS,2,5G+6G,160+320,163.824,Mbps,163.824,0.0909171623901,9.09171623901,0.0100551097361,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,782,2,2,5G+6G,5G+6G,160+320,160000000+320000000,50+31,no,11263,10239,1024,10343,10239,104,0.5,5,adjusted_final_selected_channel,no,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,87,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+320_S1_seed2),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
87,MLO-5+6-160+320_S1_seed3,MLO-5+6-160+320,MLO,S1,Short LoS,3,5G+6G,160+320,163.872,Mbps,163.872,0.0908929522457,9.08929522457,0.0100521940847,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,782,2,2,5G+6G,5G+6G,160+320,160000000+320000000,50+31,no,11266,10242,1024,10346,10242,104,0.5,5,adjusted_final_selected_channel,no,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,88,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+320_S1_seed3),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
88,MLO-5+6-160+320_S2_seed1,MLO-5+6-160+320,MLO,S2,Medium LoS intermittent light obstruction,1,5G+6G,160+320,32.336,Mbps,32.336,0.301417213965,30.1417213965,0.246390760346,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,796,2,2,5G+6G,5G+6G,160+320,160000000+320000000,50+31,no,2893,2021,872,3117,2349,768,0.5,40,adjusted_final_selected_channel,yes,0.2,0.190954773869,results/wifi7_mlo_adjusted_final_experiment_raw.csv,89,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+320_S2_seed1),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
89,MLO-5+6-160+320_S2_seed2,MLO-5+6-160+320,MLO,S2,Medium LoS intermittent light obstruction,2,5G+6G,160+320,28.272,Mbps,28.272,0.322209436133,32.2209436133,0.221683408382,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,790,2,2,5G+6G,5G+6G,160+320,160000000+320000000,50+31,no,2607,1767,840,2887,2247,640,0.5,40,adjusted_final_selected_channel,yes,0.2,0.20253164557,results/wifi7_mlo_adjusted_final_experiment_raw.csv,90,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+320_S2_seed2),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
90,MLO-5+6-160+320_S2_seed3,MLO-5+6-160+320,MLO,S2,Medium LoS intermittent light obstruction,3,5G+6G,160+320,28.832,Mbps,28.832,0.356887937188,35.6887937188,0.241592312972,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,732,2,2,5G+6G,5G+6G,160+320,160000000+320000000,50+31,no,2802,1802,1000,2914,2210,704,0.5,40,adjusted_final_selected_channel,yes,0.2,0.20218579235,results/wifi7_mlo_adjusted_final_experiment_raw.csv,91,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+320_S2_seed3),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
91,MLO-5+6-160+320_S3_seed1,MLO-5+6-160+320,MLO,S3,Long NLoS,1,5G+6G,160+320,54.736,Mbps,54.736,0.2303712036,23.03712036,0.0115573533661,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,748,2,2,5G+6G,5G+6G,160+320,160000000+320000000,50+31,no,4445,3421,1024,3461,3421,40,0.5,50,adjusted_final_selected_channel,yes,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,92,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+320_S3_seed1),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
92,MLO-5+6-160+320_S3_seed2,MLO-5+6-160+320,MLO,S3,Long NLoS,2,5G+6G,160+320,54.64,Mbps,54.64,0.229467509025,22.9467509025,0,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,786,2,2,5G+6G,5G+6G,160+320,160000000+320000000,50+31,no,4432,3415,1017,3415,3415,0,0.5,50,adjusted_final_selected_channel,yes,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,93,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+320_S3_seed2),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
93,MLO-5+6-160+320_S3_seed3,MLO-5+6-160+320,MLO,S3,Long NLoS,3,5G+6G,160+320,54.304,Mbps,54.304,0.231779085559,23.1779085559,0.0116482236459,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,779,2,2,5G+6G,5G+6G,160+320,160000000+320000000,50+31,no,4418,3394,1024,3434,3394,40,0.5,50,adjusted_final_selected_channel,yes,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,94,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+320_S3_seed3),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
94,MLO-5+6-160+320_S4_seed1,MLO-5+6-160+320,MLO,S4,Long mixed,1,5G+6G,160+320,54.736,Mbps,54.736,0.2303712036,23.03712036,0.0115573533661,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,748,2,2,5G+6G,5G+6G,160+320,160000000+320000000,50+31,no,4445,3421,1024,3461,3421,40,0.5,53.8516480713,adjusted_final_selected_channel,yes,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,95,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+320_S4_seed1),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
95,MLO-5+6-160+320_S4_seed2,MLO-5+6-160+320,MLO,S4,Long mixed,2,5G+6G,160+320,54.64,Mbps,54.64,0.229467509025,22.9467509025,0,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,786,2,2,5G+6G,5G+6G,160+320,160000000+320000000,50+31,no,4432,3415,1017,3415,3415,0,0.5,53.8516480713,adjusted_final_selected_channel,yes,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,96,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+320_S4_seed2),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
96,MLO-5+6-160+320_S4_seed3,MLO-5+6-160+320,MLO,S4,Long mixed,3,5G+6G,160+320,54.304,Mbps,54.304,0.231779085559,23.1779085559,0.0116482236459,no_full_outage,PASS,none,audited_pass_no_warning,PASS,yes,779,2,2,5G+6G,5G+6G,160+320,160000000+320000000,50+31,no,4418,3394,1024,3434,3394,40,0.5,53.8516480713,adjusted_final_selected_channel,yes,0,0,results/wifi7_mlo_adjusted_final_experiment_raw.csv,97,throughput_mbps;app_packet_loss_ratio;run_status;channel_selection_status,rows(run_id=MLO-5+6-160+320_S4_seed3),formal_raw_run,Formal adjusted final result; three seed runs completed successfully.
