source_path,file_name,file_extension,file_size_bytes,sha256,category,upload_decision,github_path_if_uploaded,reason,formal_main_result_evidence,sensitive_path_status
results/wifi7_mlo_s2_s4_penalty_calibration_pilot_raw.csv,wifi7_mlo_s2_s4_penalty_calibration_pilot_raw.csv,.csv,5497,74d5a6ccd4f9b47e9d595e338c12d20be2a2a25552cdd6f19e996cc8f0cb67fd,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_s2_s4_penalty_calibration_pilot_report_cn.md,wifi7_mlo_s2_s4_penalty_calibration_pilot_report_cn.md,.md,6102,66d8793d171a321de3cdd74fb98710f5a627644edcb2b09c71374ed80cf9d200,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_s2_s4_penalty_calibration_pilot_summary.csv,wifi7_mlo_s2_s4_penalty_calibration_pilot_summary.csv,.csv,2124,2e55631b13cf03b05ae57c631f4949c897e82887211cf208a7c6ebd8d3ce244d,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_s2_s4_penalty_table_draft.csv,wifi7_mlo_s2_s4_penalty_table_draft.csv,.csv,799,95748fb72321d4b3bfda36585827d949826629ad70913a2c0b4256bfea238520,other_wifi7_related,not_uploaded_or_manifest_only,,Related Wi-Fi 7 file; not part of formal adjusted 96/32 evidence upload.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_s3_160_160_seed1_pilot_log.txt,wifi7_mlo_s3_160_160_seed1_pilot_log.txt,.txt,1986,87987498d34300e6036ed393c65f797524c6f482b286606d6bb53a5e2b413de7,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_s3_160_160_seed1_pilot_raw.csv,wifi7_mlo_s3_160_160_seed1_pilot_raw.csv,.csv,1078,95266dc21448795a78a17f0ee2e0844fbeb38d8032d8e59597d20956332895a1,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_s3_160_160_seed1_pilot_report_cn.md,wifi7_mlo_s3_160_160_seed1_pilot_report_cn.md,.md,2824,644fe610dd23c516cbfb3ffc713483d83447043a411b0f12c4a7621865f578df,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_s3_160_160_seed1_pilot_stats.mat,wifi7_mlo_s3_160_160_seed1_pilot_stats.mat,.mat,1577,6493c151269b3c46d2a97fd27bfb6fdfb6a2f16a52f2d650a1f054da9d3f1a63,mat_binary_pilot_or_supporting,not_uploaded,,"MAT file is pilot/supporting binary evidence, not required for formal 96/32 CSV verification and not uploaded by default.",false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_s3_160_160_seed1_pilot_stats_fields.txt,wifi7_mlo_s3_160_160_seed1_pilot_stats_fields.txt,.txt,4397,1a760d376b86a1ba6d0bde0642c654774277c828da8417a9978fc50cffcbaac8,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_s3_micro_penalty_sweep_audit_log.txt,wifi7_mlo_s3_micro_penalty_sweep_audit_log.txt,.txt,7957,b629d95044d1e69a73905f4e2af8b3d2c2ecaabba46ccc06d9ab2dd130a8d957,audit_postprocess_or_plot,not_uploaded_or_manifest_only,,Plots/post-processing artifacts are not necessary for numeric verification.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_s3_micro_penalty_sweep_audit_raw.csv,wifi7_mlo_s3_micro_penalty_sweep_audit_raw.csv,.csv,5293,60c499e324475521e34758b72305950e93e1d6594b552d19a933b3f182e60110,audit_postprocess_or_plot,not_uploaded_or_manifest_only,,Plots/post-processing artifacts are not necessary for numeric verification.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_s3_micro_penalty_sweep_audit_report_cn.md,wifi7_mlo_s3_micro_penalty_sweep_audit_report_cn.md,.md,8526,0d7738d81a5799138f51b6ae5808dc19215f7916ffe0cfb532e0546aa87fd57d,audit_postprocess_or_plot,not_uploaded_or_manifest_only,,Plots/post-processing artifacts are not necessary for numeric verification.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_s3_micro_penalty_sweep_audit_summary.csv,wifi7_mlo_s3_micro_penalty_sweep_audit_summary.csv,.csv,2237,8154408cd9e153c6b51a27ccb70745746b87b35f667434a762ac033aa3d47011,audit_postprocess_or_plot,not_uploaded_or_manifest_only,,Plots/post-processing artifacts are not necessary for numeric verification.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_s3_penalty_sweep_pilot_log.txt,wifi7_mlo_s3_penalty_sweep_pilot_log.txt,.txt,4600,ffcd313b90244f729b57d639249d83f2fc053effc1d544a199270df261ce1379,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_s3_penalty_sweep_pilot_raw.csv,wifi7_mlo_s3_penalty_sweep_pilot_raw.csv,.csv,2857,32eea05dd40acb86de2d91681491cc48fd430acf19cbbf1d430460a589f0c5af,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_s3_penalty_sweep_pilot_report_cn.md,wifi7_mlo_s3_penalty_sweep_pilot_report_cn.md,.md,3936,2cdb17541aba2d6dd76aca2fef727b6eef05eb7ceb4baba5ebea3fe76567f866,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_s3_penalty_sweep_pilot_summary.csv,wifi7_mlo_s3_penalty_sweep_pilot_summary.csv,.csv,1115,6e6b0572d1f19e40dfc38fbaba77c8327451f4c3afeda0592bfd139213017cb8,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_scenario_rule_table_stability_update.csv,wifi7_mlo_scenario_rule_table_stability_update.csv,.csv,1115,929e0879daa6686a2816f54ee30f74e758aeea202631b30a11477ec12bbb4caf,other_wifi7_related,not_uploaded_or_manifest_only,,Related Wi-Fi 7 file; not part of formal adjusted 96/32 evidence upload.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_scenario_stability_4scenes_pilot_comparison.csv,wifi7_mlo_scenario_stability_4scenes_pilot_comparison.csv,.csv,1099,d094951f65131c2206fb63a79ec5ccc2eb4d202dcd88aa9dfc3468075984b316,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_scenario_stability_4scenes_pilot_log.txt,wifi7_mlo_scenario_stability_4scenes_pilot_log.txt,.txt,9523,fb3919303ee41f7cb15e9eb1b8453c3cd28064a98b5070417d291527a860485e,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_scenario_stability_4scenes_pilot_raw.csv,wifi7_mlo_scenario_stability_4scenes_pilot_raw.csv,.csv,6313,6c43a437c3a9371eb380c6b101d918e0ccace517b23aa4c1e73a0531c36a1e37,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_scenario_stability_4scenes_pilot_report_cn.md,wifi7_mlo_scenario_stability_4scenes_pilot_report_cn.md,.md,6359,509631111c5fc844d95f6b0c9c8ae46d9915a79076249315b59ba9474746fde2,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_scenario_stability_4scenes_pilot_summary.csv,wifi7_mlo_scenario_stability_4scenes_pilot_summary.csv,.csv,1806,221b826f6560de47fa23e1b75358dbb3b492411c9473a5e25726afea50eb1e0b,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_systemlevel_next_steps.md,wifi7_mlo_systemlevel_next_steps.md,.md,1324,759d01a8f83f99bcd142d201e31a8466a885dd0e6694f9595aee2b225669a64e,other_wifi7_related,not_uploaded_or_manifest_only,,Related Wi-Fi 7 file; not part of formal adjusted 96/32 evidence upload.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_systemlevel_prereq_report.csv,wifi7_mlo_systemlevel_prereq_report.csv,.csv,13334,618ae90386eb29626558aafdd0234578c11730244de8cd5d7dc1df99dadffbda,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
results/wifi7_mlo_systemlevel_prereq_report_cn.txt,wifi7_mlo_systemlevel_prereq_report_cn.txt,.txt,13833,148abbb4f76b6c2eaba388ba0edea2bc3212c76597dd65c56c62e5690c33bc68,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
results/wifi7_sl_6g_320_creation_fix_pilot_channel_map.csv,wifi7_sl_6g_320_creation_fix_pilot_channel_map.csv,.csv,8141,e3f5992bf61236c37f4481ac5d9308f58a7f54443399afe766fc6dd2157a9873,diagnostic_unsupported_or_unstable,referenced_in_results/wifi7_diagnostics,,Unsupported diagnostic note is documented but not mixed into formal 32 rows.,false,relative_path_only_no_local_absolute_path
results/wifi7_sl_6g_320_creation_fix_pilot_log.txt,wifi7_sl_6g_320_creation_fix_pilot_log.txt,.txt,2171,c2c2bdb2db36f5af93f0032daf213439ebdb6955aa4b25c93d8e4528151da45b,diagnostic_unsupported_or_unstable,referenced_in_results/wifi7_diagnostics,,Unsupported diagnostic note is documented but not mixed into formal 32 rows.,false,relative_path_only_no_local_absolute_path
results/wifi7_sl_6g_320_creation_fix_pilot_raw.csv,wifi7_sl_6g_320_creation_fix_pilot_raw.csv,.csv,1808,ff66eb6e0df2faa28453c57f0a5f090f7e0262c3fe08cd130a22e5b883a92eb6,diagnostic_unsupported_or_unstable,referenced_in_results/wifi7_diagnostics,,Unsupported diagnostic note is documented but not mixed into formal 32 rows.,false,relative_path_only_no_local_absolute_path
results/wifi7_sl_6g_320_creation_fix_pilot_report_cn.md,wifi7_sl_6g_320_creation_fix_pilot_report_cn.md,.md,5037,95956cd3ae30a8c07be1ccaec63aab653ba5ffc65517a600ea9c4b9fd2fe04a0,diagnostic_unsupported_or_unstable,referenced_in_results/wifi7_diagnostics,,Unsupported diagnostic note is documented but not mixed into formal 32 rows.,false,relative_path_only_no_local_absolute_path
results/wifi7_sl_6g_320_s2_outage_diagnosis_pilot_decision.csv,wifi7_sl_6g_320_s2_outage_diagnosis_pilot_decision.csv,.csv,1241,123913b88bb5c42b5ca8ceef13af3e6de732578f4a51e307d80a55c3a0b4ba70,diagnostic_unsupported_or_unstable,referenced_in_results/wifi7_diagnostics,,Unsupported diagnostic note is documented but not mixed into formal 32 rows.,false,relative_path_only_no_local_absolute_path
results/wifi7_sl_6g_320_s2_outage_diagnosis_pilot_log.txt,wifi7_sl_6g_320_s2_outage_diagnosis_pilot_log.txt,.txt,5553,08b5b33bf481affaf2b2feee018fc7b7874e0216a00750dbc1b63130b25c0882,diagnostic_unsupported_or_unstable,referenced_in_results/wifi7_diagnostics,,Unsupported diagnostic note is documented but not mixed into formal 32 rows.,false,relative_path_only_no_local_absolute_path
results/wifi7_sl_6g_320_s2_outage_diagnosis_pilot_raw.csv,wifi7_sl_6g_320_s2_outage_diagnosis_pilot_raw.csv,.csv,3881,95cfcd3f5421deed02ac0164bffbfefc76212ffa4384eee00e98529526b6666c,diagnostic_unsupported_or_unstable,copied_to_results/wifi7_diagnostics/sl_6_320_unsupported_diagnostic_raw.csv,results/wifi7_diagnostics/sl_6_320_unsupported_diagnostic_raw.csv,Diagnostic raw data is separated from formal adjusted final results.,false,relative_path_only_no_local_absolute_path
results/wifi7_sl_6g_320_s2_outage_diagnosis_pilot_report_cn.md,wifi7_sl_6g_320_s2_outage_diagnosis_pilot_report_cn.md,.md,4708,a18dc4b81eb5c4dd728b8df1c666ab4db54e1200a9ec275ff766939d2b78285e,diagnostic_unsupported_or_unstable,referenced_in_results/wifi7_diagnostics,,Unsupported diagnostic note is documented but not mixed into formal 32 rows.,false,relative_path_only_no_local_absolute_path
results/wifi7_sl_6g_320_s2_outage_diagnosis_pilot_summary.csv,wifi7_sl_6g_320_s2_outage_diagnosis_pilot_summary.csv,.csv,1189,475337e4c67b64fc3b744ef5eed5c782ffa89c179b40e055b7cdb32963fe0d28,diagnostic_unsupported_or_unstable,copied_to_results/wifi7_diagnostics/sl_6_320_unsupported_diagnostic_summary.csv,results/wifi7_diagnostics/sl_6_320_unsupported_diagnostic_summary.csv,Diagnostic summary is separated from formal adjusted final results.,false,relative_path_only_no_local_absolute_path
results/wlan_wifi7_license_smoke_test_report.csv,wlan_wifi7_license_smoke_test_report.csv,.csv,11486,7929df038fa226c541d41426abcd874b9582a1295f1e7f840a69e599c4df06e6,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
results/wlan_wifi7_license_smoke_test_report_cn.txt,wlan_wifi7_license_smoke_test_report_cn.txt,.txt,4849,6d3ee13c7626cee02702764aa75bdbc304a362987c58bb120f777e7d5ba5fc7a,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
run_minimal_wifi7_mlo_systemlevel_smoke_test.m,run_minimal_wifi7_mlo_systemlevel_smoke_test.m,.m,20098,85b6a2395d2ace82659f4d4d7531086c15d7dd506278ef40ca81ca11e57afb34,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
run_wifi7_mlo_9config_integrity_check_pilot.m,run_wifi7_mlo_9config_integrity_check_pilot.m,.m,57508,906e7cf83a145e7c422fcf34d3d4e65e36d7e016434ad7458ac07de8f0045a62,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
run_wifi7_mlo_adjusted_8config_integrity_check_pilot.m,run_wifi7_mlo_adjusted_8config_integrity_check_pilot.m,.m,63118,15c0a114b73149659d066c934910711208db0b7a6ed4e9471a1855e293c4e05a,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
run_wifi7_mlo_adjusted_final_experiment.m,run_wifi7_mlo_adjusted_final_experiment.m,.m,82462,03af8b15460c5619adaeca649ba2bbcc54f094d0e0e794381f68d40a2bb2a9a1,formal_adjusted_final_code_evidence,not_uploaded_directly,,MATLAB code evidence is cited in README/manifest; source code is not needed to verify the uploaded CSV values.,false,relative_path_only_no_local_absolute_path
run_wifi7_mlo_s1_160_160_seed1_pilot.m,run_wifi7_mlo_s1_160_160_seed1_pilot.m,.m,27685,3428ce488db22b54da1969712a42070339d3c3b786c60da091a3d07d49059822,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
run_wifi7_mlo_s1_s3_calibrated_channel_pilot.m,run_wifi7_mlo_s1_s3_calibrated_channel_pilot.m,.m,34394,5df852a8317fabe0e35f2db86e2445d42e3af6c36982dc53a251e497f30b1f2d,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
run_wifi7_mlo_s1_s3_seed_stability_pilot.m,run_wifi7_mlo_s1_s3_seed_stability_pilot.m,.m,41003,e403d91b634e83fbaccf22d2a2286d19e59dde28c4425192a8416862c2a62470,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
run_wifi7_mlo_s2_focused_penalty_sweep_pilot.m,run_wifi7_mlo_s2_focused_penalty_sweep_pilot.m,.m,44435,ee4b2fc4c8e698ec91c641c7938312f12615d9d864f3144796ffd00a9a5aa336,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
run_wifi7_mlo_s2_intermittent_obstruction_pilot.m,run_wifi7_mlo_s2_intermittent_obstruction_pilot.m,.m,54386,f24a621c322b36740a328fd3636b2fa3d0d31928b6d98056509d4c1b13dc1e78,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
run_wifi7_mlo_s2_position_threshold_sweep_pilot.m,run_wifi7_mlo_s2_position_threshold_sweep_pilot.m,.m,47243,4ba43f432202aa32f06f94f9d006fcff209b4c03f70b1c489cc81b92ef2b508c,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
run_wifi7_mlo_s2_s4_penalty_calibration_pilot.m,run_wifi7_mlo_s2_s4_penalty_calibration_pilot.m,.m,43165,89af7b6b1792152ecd8b9e27b8faf88348cd10ab5b1b982f48e9a4b60f2560e5,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
run_wifi7_mlo_s3_160_160_seed1_pilot.m,run_wifi7_mlo_s3_160_160_seed1_pilot.m,.m,28788,42740b8d298d9805b20e75f3a39eec63d7148f89243ac91af294ddcfe45b9702,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
run_wifi7_mlo_s3_micro_penalty_sweep_audit.m,run_wifi7_mlo_s3_micro_penalty_sweep_audit.m,.m,44821,d9d638d371d3aa1e3d3546ac6b5a8b9bcf00aa885c03bc805fff84155d32bf80,audit_postprocess_or_plot,not_uploaded_or_manifest_only,,Plots/post-processing artifacts are not necessary for numeric verification.,false,relative_path_only_no_local_absolute_path
run_wifi7_mlo_s3_penalty_sweep_pilot.m,run_wifi7_mlo_s3_penalty_sweep_pilot.m,.m,36355,6d61a7e05b5850ce6f9447a3b3ed410a34a0b8b664ef54612b19489869248a4d,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
run_wifi7_mlo_scenario_stability_4scenes_pilot.m,run_wifi7_mlo_scenario_stability_4scenes_pilot.m,.m,53659,c1a0d0341c6819d7afea37a86331ca9c0eea1c8e37730f9182241d8f22692644,pilot_test_or_environment_check,not_uploaded_or_manifest_only,,Pilot/test/environment files are identified but excluded from formal results.,false,relative_path_only_no_local_absolute_path
